minwon_title,minwon_content,minwon_type,minwon_department
 옥수교회 옆 엘리베이터 및 보행데크 설치 공사 관련의 건, 안녕하세요성동구에서 진행하고 있는 사업 중 옥수동에 위치한 옥수교회 옆 보행로에 엘리베이터와 보행데크를 설치하는 사업에 관하여 문의드립니다지난 년 월경 경사가 심해 보행과 차량 접근이 어려운 구릉지의 주민들을 위해서 구릉지 이동편의 개선사업 대상지 곳과 교통수단이 선정되었고 해당 사업의 대상지 중에는 옥수동 옥수교회 앞 보행로가 포함되어 있습니다 해당 사업 일정에 의하면 년 월경 공사발주와 착공을 진행하여 년 말까지 완료를 목표로 하고 있는 것으로 확인됩니다그러나 현재 년 월 중순에 이르는 상황임에도 옥수교회 옆에는 공사 착공 조차 전혀 이루어지지 않았습니다 년 말이 다가오는 시점인 이상 옥수동에 거주하는 주민들은 또 다시 추운 겨울을 아무런 이동편의가 개선되지 않은 상태에서 맞이하여야 하는 상황에 놓이게 되었습니다옥수교회 옆 언덕은 유독 옥수동에서 가장 경사가 급한 구역으로서 옥수동에 위치한 래미안리버젠아파트 이편한세상옥수파크힐스 아파트와 신당동에 위치한 남산타운 아파트 합계 약 세대에 이르는 주민들이 이용하는 공간입니다 대다수의 상권이 옥수교회 옆 언덕 밑에 위치하고 있기 때문에 주민들이 도보로 상권을 이용하기 위해서는 해당 언덕을 반드시 걸어가야 하는 상황입니다 특히 코로나 발생 이후에 옥수교회에서 주민들에게 개방하던 엘리베이터를 더 이상 개방하지 않고 있기 때문에 주민들로서는 더욱 더 이동 편의 개선이 필요합니다그렇기에 주민들이 옥수동 옥수교회 옆 엘리베이터 설치를 간절히 기다리고 있습니다 그럼에도 불구하고 전혀 공사가 착공되지 않는 이유가 무엇인지 일정이 연기되었다면 그 사유 및 앞으로의 진행 일정에 관하여 안내를 부탁드립니다 현재 저를 비롯한 옥수동 주민들은 해당 공사 진행 상황에 관하여 상당한 의문을 품고 있으며 계속해서 커뮤니티에 관련 글이 올라오고 있습니다이에 여 세대에 이르는 지역 주민들의 삶의 질 개선에 많은 관심을 기울여주시길 부탁드리면서 표제 건 사업의 진행 일정 및 연기 사유에 관하여 상세한 안내를 요청드립니다감사합니다,안전건설교통국 토목과,안전건설교통국
 성동구청 앞 어린이집 앞 화분에 유박비료 쓰셨나요, 성동구청 앞을 강아지 데리고 산책하다가 강아지가 새로 들여온 화분에 한참을 냄새 맡길래 봤더니 사진과 같은 비료가 있네요  이거 유박비료죠 저 꽃 화분 중 일부에만 들어있었어요 유박비료가 청산가리 수천배의 독성이 있는데 그걸 도시공원에 사용했습니까문제가 심각해서 작년에 유박비료 납품 및 사용 금지하는 공문이 전국 지자체와 공공기관에 발송됬다던데요 구청 어린이집 앞에다 유박비료가 들어간 화분을 놔두면 어쩌자는 거죠 어린애들이 만졌다가 입에 손 넣으면 누가 책임지는 겁니까 다른 비료하고 유박비료는 모양이 틀러요 어떻게 된건지 확인하고 바로 치워주세요 그리고 신경 좀 써주세요 사용 못하게 메뉴얼을 만드시던지 전체 공지를 하시던지 어떻게 어린이집 앞에 유박비료를 놔둘수가 있어요 전엔 구청 앞이랑 어린이집 앞에다 제초제를 뿌리시더니 동네 개들을 다 죽이려고 하는겁니까  아주 고통스럽게 다른데도 사용한데 있는지 확인해주세요 화분 들여오는 업체에도 못쓰게 확인 시켜 주시구요 어분하고 육분을 섞어 만들어서 사료 같은 냄새가 나서 개들이 잘먹는다니 아직 배치 안한 화분만 있는것 같으니 바로 확인하고 치워주세요 도시공원에 유박비료 안쓰는건 당연한거 아닙니까 첨부파일     ,도시관리국 공원녹지과,도시관리국
 연무장길 불법주차로 보행자들이 아찔한 상황 주말단속만이라도 요청,   동일고충민원여부동일고충민원여부       동일고충민원여부 선행민원번호    새창선행민원상세조회,안전건설교통국 교통지도과,안전건설교통국
 서울 성동구 용답동 ,   동일고충민원여부동일고충민원여부       동일고충민원여부 선행민원번호    새창선행민원상세조회,스마트포용도시국 맑은환경과,스마트포용도시국
 오토바이 소음 문제 매우 불편합니다 대책을 세워주세요, 삼부아파트 살고 있습니다주변 오토바이 소음이 날이 갈수록 심해집니다 특히 정문 앞 도로에서 빠른 속도로 다니는 오토바이들 소음이 매우 큽니다개조하여 굉음을 내는 오토바이때문에 낮에 아파트 층에서도 바로 옆에서 들리듯 천둥같은소리가 나며도로에서 들으면 제 조카는 놀라서 바로 안깁니다 요즘 주변 도로는 전쟁터 입니다 소리만으로도 공포감이 생깁니다민원까지 넣은 결정적 계기는 이제 빈도수가 점점 많아지도새벽에도 초에 한대꼴로 굉음 오토바이소리가 들려서새벽 시 경에도 자다가 깨면서 너무 화가나서 쓰게됐습니다 우리동네가 단속이나 규제가 엄격하지 않아서 더 소음이 심한 건진 모르겠습니다하지만 이대로라면 이 지역의 삶의 질은 현격히 떨어질것은 확실합니다깨끗한 동네가 범죄율이 더 적다고 하죠소음이 주는 불쾌감도 마찬가지라고 봅니다서로 소음 자랑하며 다니는 오토바이 소음 누구를 위해서 활보하게 두는것 인지요하나의 오토바이 소음으로 주변 동네의 몇천명이 피해를 봅니다법적 규제가 데시벨은 누구를 위한건가요그리고 모든 동네가 여기처럼 시끄러울까요법적으로 기준을 낮추면 좋겠지만 그 전에단속이든 순찰이든 표지판을 달든 신경써주세요,  연계처리내역    민원상세보기원본 추천기관  경찰청 이송추천사유  오토바이 굉음 질주 등 단속권한이 있는 경찰서로 이송요청합니다 담당자이새롬 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 금호역 번 출구 공사의 지속적 연기 사유에 관하여, 금호역 번 출구 공사가 지속적으로 지연되고 있는바 이와 관련하여 민원을 신청합니다금호역 번 출구는 세대가 넘는 옥수파크힐스 아파트 주민들이 사용하는 주된 지하철 출입구입니다 금호역 근방에 위치한 아파트 중 세대 수가 가장 큰 아파트로 금호역 번 출구의 활용도는 매우 높습니다 그럼에도 불구하고 금호역 번 출구는 오직 계단으로만 이루어져 있어 수 천명에 이르는 주민들이 역사를 이용할 때마다 상당한 불편을 겪어왔습니다 이에 옥수파크힐스 아파트 주민들은 약 년에 이르는 기간 동안 수차례의 민원 끝에   서울시로부터 관련 예산을 확보하였고   기본 및 설계용역이 완료된 상태입니다그러나 그 이후에 공사에 관한 어떠한 진척도 이루어지지 않았습니다 이에 따라 주민들은   진행 관련 문의를 하였고 서울교통공사에서는  경부터 착공 예정이라고 안내한 바 있습니다첨부 번 게시글 참조  그러나 그 이후에도 아무런 진행이 이루어지지 않았고  경 재차 관련 문의를 하였습니다 서울교통공사는 성동구청에서 여름장마철 우기 굴착공사를 피해달라고 요청하여 개월 동안은 구조물 정리작업을 진행하고   부터 굴착작업을 시작할 예정이라고 안내하였습니다첨부 번 게시글 참조 그러나    현재까지 굴착작업은 커녕 구조물 정리작업 마저도 전혀 이루어지지 않았습니다 이에 재차 서울교통공사에 문의하였는데 구조물 정리작업을  말부터 진행 예정인데 성동구청에서 동절기를 감안하여 내년 월부터 공사를 진행하라는 의견을 주어 내년 월에나 진행될 가능성이 있다고 회신 받았습니다첨부 번 게시글 참조옥수파크힐스의 주민들은 이러한 성동구청의 태도를 납득할 수 없습니다 주민들이 최초 민원을 제기한 시점으로부터 현재 약 년의 기간이 소요되었습니다 그럼에도 불구하고 성동구청에서는 여름에는 여름 장마철이라 가을에 진행하라고 하고 가을에 진행하려고 하니 겨울이 곧 다가오므로 내년 봄에 공사를 시작하라는 식의 이해하기 어려운 의견을 제시하여 주민들의 고통이 나날이 심해지고 있습니다 내년 월에는 곧 여름이 다가오므로 가을에 다시 공사를 하라고 하실 건가요성동구청은 성동구 주민을 위하여 일하는 기관입니다 그런데 성동구 주민인 수 천명의 아파트 세대원들이 성동구청의 납득하기 어려운 결정으로 인하여 지속적으로 고통받고 있습니다 년 동안 지연된 민원 처리로 인하여 발생하는 주민들의 불편과 염원을 고려하여 공사가 조속히 진행될 수 있도록 협의의견을 주시기 바라며 그 처리 결과를 조속히 안내 부탁드립니다 첨부파일   캡처캡처 캡처캡처 캡처캡처,안전건설교통국 토목과,안전건설교통국
 우천 시 응봉교 물 고임 처리 요청, 항상 안전하고 쾌적한 환경을 만들고자 노력하심에 감사드립니다응봉교가 새롭게 세워진 후 수년이 흘렀음에도 우천 시 응봉교에 물 고임이 해결되지 않아 개선을 요청드립니다응봉사거리에서 응봉교를 이용하여 강남쪽으로 가다보면 언덕에서 내려가다 길이 완만해지는 부분이 있습니다이 부분가장 끝차선에 물빠짐 시설이 제대로 안되어 있는지 비가 조금 오거나 눈이 와서 녹아도 물이 항상 고여 있습니다진행신호를 받고 언덕을 내려가 달리다 보면 차의 속도가 올라가는데 물고임이 심해한 개 차선의 정도까지 물이 고여 있음 달리던 차가 갑자기 속도를 줄이거나 갑자기 옆 차선으로 변경하기도 하여 차량 충돌의 위험이 높고진행중인 운전자 입장에서는 바닥에 물이 그렇게 많이 고여 있는줄 모르고 달리다 살짝 미끄러지기도 하는 등 사고 위험이 높습니다해당 부분의 물빠짐 처리를 보강하여 주시기 바랍니다,  연계처리내역    민원상세보기원본 추천기관  서울특별시 이송추천사유  교량시설물은 서울시 소관 담당자권진혁 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 응봉동 신동아아파트 안전불감증,   동일고충민원여부동일고충민원여부       동일고충민원여부 선행민원번호    새창선행민원상세조회,도시관리국 공동주택과,도시관리국
 도정법시행령조의 검인 사용동의서, 저의 딸이 소유하는 성수가신성연립연립주택의 소규모 재건축조합설립동의서를 작성하는데 저의 딸이 업무상 친정아버지인 저를 대리인으로 지정할려고 하는데 도정법 시행령 제 조에서 검인한 서면동의서를 사용하라고 합니다제출할려는 서면 동의서 양식이 있는지요 양식은 어디에서 구할 수 있는지요자유 양식으로 위치대리 사유대리인과의 관계 위임자의 성명주소생년월일전화번호와 대리인의 성명주소생년월일전화번호와위임날짜 위임자의 성명인감도장 날인대리인의 성명날인 후 위임자의 신분증 사본 가족관계증명서 인감증명서를 첨부하여 신청 가능한지요성동구청에서 검인된 서면동의서가 발급되면 조합설립동의서에 대리인의 인적사항과 지문날인을 하는지요아니면 원래 소유주의 지문날인하고 서면동의서를 첨부하는지요위 서면동의서를 성동구청에 우편으로 제출 가능한지요 우편으로 제출하면 검인 하는데 대략 며칠이 소요되는지요바쁘신 중인데 여러가지 질의해서 죄송합니다,도시관리국 주거정비과,도시관리국
 도서관 확충 밎 편의시설 설치, 최근 서울특별시 성동구 금호동으로 전입한 시민입니다 전에 살던 경기도의 중소자치구에 비해 열악한 도서관이용 불편사항에 대한 민원입니다  특별시보다도 훨씬 열악한 재정의 지방보다도 성동구는 관내 도서관수가 개밖에 안된다니 놀랄일입니다 제 거주지에 근처에 금호도서관이 있지만 경사가 가파라서 오고가기에 너무 힘듭니다 대중교통 지하철인근에 공공도서관을 추가로 운영해주길 요청드리며 어렵게 기존의 멀리 떨어진 도서관에서  대출한 책을 반납할수 있는 책수거통을 지하철 역사내에도 설치해 주길 요청합니다 일산 등 중소도시의 운영사례를 참고하셔서 성동구가 최소한의 도서관이용 편의라도 제공하시길 납세자인 시민의 한사람으로 요청드립니다 수고하세요,행정관리국 문화체육과,행정관리국
